tsid,dataSetName,class,suggested_action,suggested_value,decision,sheet_value,csm_value,appended,flat_value,is_member,sheet_membership,csm_in_sheet_vocabulary
MS06DLGN01b,MS06DLGN,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS06DLGS01a,MS06DLGS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS06DLGS01b,MS06DLGS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS07JRGM01aa,MS07JRGM,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
WEB2606fc74,MS07JRGM,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS07KPPB002,MS07KPPB,sheet and file agree,nothing to do,,,GF 12/2019,GF 12/2019,,,TRUE,TRUE,TRUE
MS07KPPB0022,MS07KPPB,sheet and file agree,nothing to do,,,GF 12/2019,GF 12/2019,,,TRUE,TRUE,TRUE
MS07LSPG01a,MS07LSPG,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS07LSPG01b,MS07LSPG,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS07LSSP01a,MS07LSSP,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS07LSSP01b,MS07LSSP,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS07RCNA02,MS07RCNA,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
LPDfaa61777t,MS07SWGG,sheet and file agree,nothing to do,,,GL and LJ,GL and LJ,,,TRUE,TRUE,TRUE
MS07SWGG01a,MS07SWGG,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS07SWGG01b,MS07SWGG,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS08UAPM01,MS08UAPM,sheet and file agree,nothing to do,,,LJ,LJ,,,TRUE,TRUE,TRUE
MS09DOIP01a,MS09DOIP,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS09DOIP01b,MS09DOIP,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS09DTNA01a,MS09DTNA,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS09DTNA01b,MS09DTNA,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS09DTNA02a,MS09DTNA,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS09DTNA02b,MS09DTNA,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS09TRFD01a,MS09TRFD,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS09TRFD01b,MS09TRFD,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS10BLMS01a,MS10BLMS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS10JTMA001,MS10JTMA,sheet and file agree,nothing to do,,,GL and LJ,GL and LJ,,,TRUE,TRUE,TRUE
MS11ANMN01a,MS11ANMN,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS11ANMN01b,MS11ANMN,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11ANMS01a,MS11ANMS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS11ANMS01b,MS11ANMS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11CSCN01a,MS11CSCN,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS11CSCN01b,MS11CSCN,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11CSCS01a,MS11CSCS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS11CSCS01b,MS11CSCS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11FAPM01,MS11FAPM,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS11FAPM02,MS11FAPM,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11FAPM03,MS11FAPM,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11FAPM04,MS11FAPM,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11KDMS01,MS11KDMS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11KWFS01,MS11KWFS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS11SENS01,MS11SENS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS12AMMM01a,MS12AMMM,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS12AMMM01b,MS12AMMM,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS12AMMM02a,MS12AMMM,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS12AMMM02b,MS12AMMM,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS12CCCH01a,MS12CCCH,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS12CCCH01b,MS12CCCH,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS13KWFS01,MS13KWFS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS13KWFS02,MS13KWFS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS13RSAS01a_iso2k,MS13RSAS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS14GFSS01a,MS14GFSS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS14GFSS01b,MS14GFSS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14MOLS01a,MS14MOLS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS14MOLS01b,MS14MOLS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14MOLS02a,MS14MOLS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14MOLS02b,MS14MOLS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14MOLS03,MS14MOLS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14MORR01a,MS14MORR,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS14MORR01b,MS14MORR,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS15BATP01,MS15BATP,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS15BATP02,MS15BATP,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14CCBC01a,MS15VIBC,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14CCBC01b,MS15VIBC,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS14CCBC02,MS15VIBC,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS15VIBC01,MS15VIBC,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS15VIBM01,MS15VIBM,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS96LKSS01,MS96LKSS,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS96LKSS02,MS96LKSS,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS97HLCB01,MS97HLCB,sheet and file agree,nothing to do,,,LJ 20/02/2019,LJ 20/02/2019,,,TRUE,TRUE,TRUE
MS97HLCB02,MS97HLCB,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS97HLCB03,MS97HLCB,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS97HLCB04,MS97HLCB,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
MS99LWSC01,MS99LWSC,sheet and file agree,nothing to do,,,LJ 12/12/2018,LJ 12/12/2018,,,TRUE,TRUE,TRUE
WEB8d8f0a7b,SH16MEIN,sheet and file agree,nothing to do,,,DMT (12/31/19),DMT (12/31/19),,,TRUE,TRUE,TRUE
WEB477e36ed,SH18CASA,sheet and file agree,nothing to do,,,DMT (1/14/19); KLD (12/31/19),DMT (1/14/19); KLD (12/31/19),,,TRUE,TRUE,TRUE
SL13TEAG01A,SL13TEAG,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SL13TEAG01B,SL13TEAG,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SL13TEAG01C,SL13TEAG,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SL13TEAG01C2,SL13TEAG,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SL13TEAK01A-dup,SL13TEAK,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SL13TEAK01B-dup,SL13TEAK,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SL13TEAK01C,SL13TEAK,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SL13TEAK01C2-dup,SL13TEAK,sheet and file agree,nothing to do,,,BK 12/31/2019,BK 12/31/2019,,,TRUE,TRUE,TRUE
SP03BMIL01A,SP03BMIL,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP04DEUS01A,SP04DEUS,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP05CRBR01A,SP05CRBR,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP05MAAT01A,SP05MAAT,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP06DRIT01A,SP06DRIT,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP06DYCN01A,SP06DYCN,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP07ASUS01A,SP07ASUS,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP07DEUS01A,SP07DEUS,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP07DEUS02A,SP07DEUS,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP07FLOM01A,SP07FLOM,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP07WABR01A,SP07WABR,sheet and file agree,nothing to do,,,MJ (30/12/19),MJ (30/12/19),,,TRUE,TRUE,TRUE
SP08HUCN01A,SP08HUCN,sheet and file agree,nothing to do,,,MJ (30/12/19),MJ (30/12/19),,,TRUE,TRUE,TRUE
SP08SPUS01A,SP08SPUS,sheet and file agree,nothing to do,,,MJ (30/12/19),MJ (30/12/19),,,TRUE,TRUE,TRUE
SP08VBPE01A,SP08VBPE,sheet and file agree,nothing to do,,,"AA (2019-03-08),  MJ (30/12/19)","AA (2019-03-08),  MJ (30/12/19)",,,TRUE,TRUE,TRUE
SP08VBPE02A,SP08VBPE,sheet and file agree,nothing to do,,,AA (2019-03-08): Data is wonky (e.g. age ranges from -8E9 to 8E9),AA (2019-03-08): Data is wonky (e.g. age ranges from -8E9 to 8E9),,,TRUE,TRUE,TRUE
SP08VBPE03A,SP08VBPE,sheet and file agree,nothing to do,,,AA (2019-03-08): Data is wonky (e.g. age ranges from -8E9 to 8E9),AA (2019-03-08): Data is wonky (e.g. age ranges from -8E9 to 8E9),,,TRUE,TRUE,TRUE
SP08ZHCN01A,SP08ZHCN,sheet and file agree,nothing to do,,,MJ (30/12/19),MJ (30/12/19),,,TRUE,TRUE,TRUE
SP09FLTR01A,SP09FLTR,sheet and file agree,nothing to do,,,"ZK, BM","ZK, BM",,,TRUE,TRUE,TRUE
SP09GRID02A,SP09GRID,sheet and file agree,nothing to do,,,MJ (30/12/19),MJ (30/12/19),,,TRUE,TRUE,TRUE
SP10CACN01A,SP10CACN,sheet and file agree,nothing to do,,,LCB (28/03/2019),LCB (28/03/2019),,,TRUE,TRUE,TRUE
SP10DOCN01A,SP10DOCN,sheet and file agree,nothing to do,,,"BM (14/03/2019) info sent using GitHub: These are multiple entities for one cave: Sanbao cave,  lipd file has just sb49 (tab sb49 in the attachment), please add the other 5: dong et al., 2010, the holocene sanbao2010.xlsx, Stalagmite sb44 (tab sb44), Stalagmite sb43 (tab sb43) - relevant for Iso2k, Stalagmite sb26 (tab sb26) - relevant for Iso2k, Stalagmite sb27 (tab sb27), Stalagmite sb10 (tab sb10)","BM (14/03/2019) info sent using GitHub: These are multiple entities for one cave: Sanbao cave,  lipd file has just sb49 (tab sb49 in the attachment), please add the other 5: dong et al., 2010, the holocene sanbao2010.xlsx, Stalagmite sb44 (tab sb44), Stalagmite sb43 (tab sb43) - relevant for Iso2k, Stalagmite sb26 (tab sb26) - relevant for Iso2k, Stalagmite sb27 (tab sb27), Stalagmite sb10 (tab sb10)",,,TRUE,TRUE,TRUE
SP10HAUS01A,SP10HAUS,sheet and file agree,nothing to do,,,LCB(29/03/2019),LCB(29/03/2019),,,TRUE,TRUE,TRUE
SP10HAUS02A,SP10HAUS,sheet and file agree,nothing to do,,,LCB(29/03/2019),LCB(29/03/2019),,,TRUE,TRUE,TRUE
SP10HAUS03A,SP10HAUS,sheet and file agree,nothing to do,,,LCB(29/03/2019),LCB(29/03/2019),,,TRUE,TRUE,TRUE
SP10MEMX01A,SP10MEMX,sheet and file agree,nothing to do,,,ZK,ZK,,,TRUE,TRUE,TRUE
SP10SUSE01A,SP10SUSE,sheet and file agree,nothing to do,,,ZK,ZK,,,TRUE,TRUE,TRUE
SP11BEMX01A,SP11BEMX,sheet and file agree,nothing to do,,,GF 12/2019,GF 12/2019,,,TRUE,TRUE,TRUE
SP11BOAT01A,SP11BOAT,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP11STBR01A,SP11STBR,sheet and file agree,nothing to do,,,LCB (29/03/2019),LCB (29/03/2019),,,TRUE,TRUE,TRUE
SP11STBR02A,SP11STBR,sheet and file agree,nothing to do,,,LCB (29/03/2019),LCB (29/03/2019),,,TRUE,TRUE,TRUE
SP12CACN01A,SP12CACN,sheet and file agree,nothing to do,,,GF (12/2019),GF (12/2019),,,TRUE,TRUE,TRUE
SP12ERUS01A,SP12ERUS,sheet and file agree,nothing to do,,,MF (31/12/19),MF (31/12/19),,,TRUE,TRUE,TRUE
SP12FOAT01A,SP12FOAT,sheet and file agree,nothing to do,,,MF (31/12/19),MF (31/12/19),,,TRUE,TRUE,TRUE
SP12KEBZ01A,SP12KEBZ,sheet and file agree,nothing to do,,,MF (31/12/19),MF (31/12/19),,,TRUE,TRUE,TRUE
SP12LAMX01A,SP12LAMX,sheet and file agree,nothing to do,,,MF (31/12/19),MF (31/12/19),,,TRUE,TRUE,TRUE
SP12NOBR00A,SP12NOBR,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP13ASBC01,SP13ASBC,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
LPD7d948e2e,SP13AYID,sheet and file agree,nothing to do,,,"MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE","MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE",,,TRUE,TRUE,TRUE
SP13AYID01A,SP13AYID,sheet and file agree,nothing to do,,,"MF (31/12/19), LCB (29/03/2019)","MF (31/12/19), LCB (29/03/2019)",,,TRUE,TRUE,TRUE
SP13AYID01_compo,SP13AYID,sheet and file agree,nothing to do,,,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE,LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE,,,TRUE,TRUE,TRUE
SP13AYID02A,SP13AYID,sheet and file agree,nothing to do,,,"MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE,","MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE,",,,TRUE,TRUE,TRUE
SP13AYID03A,SP13AYID,sheet and file agree,nothing to do,,,"MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE","MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE",,,TRUE,TRUE,TRUE
SP13AYID04A,SP13AYID,sheet and file agree,nothing to do,,,"MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE","MF (31/12/19), LCB (29/03/2019): only tab 1 and 2 in lipdverse cover the last 2k. Cannot pick one over the other but the others should all be FALSE",,,TRUE,TRUE,TRUE
SP13CHPE01A,SP13CHPE,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP13KAPE01A,SP13KAPE,sheet and file agree,nothing to do,,,LCB(29/03/2019),LCB(29/03/2019),,,TRUE,TRUE,TRUE
SP13KAPE02A,SP13KAPE,sheet and file agree,nothing to do,,,LCB(29/03/2019),LCB(29/03/2019),,,TRUE,TRUE,TRUE
SP13LAMX01A,SP13LAMX,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP13MCUS01A,SP13MCUS,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP13SLNA01A,SP13SLNA,sheet and file agree,nothing to do,,,LCB,LCB,,,TRUE,TRUE,TRUE
SP13SUSA01A,SP13SUSA,sheet and file agree,nothing to do,,,"TP (30/12/19), LCB, ZK (14/01/2019), BM (14/03/2019).","TP (30/12/19), LCB, ZK (14/01/2019), BM (14/03/2019).",,,TRUE,TRUE,TRUE
SP14APPE01A,SP14APPE,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
SP14APPE02A,SP14APPE,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
SP98KUCN01A,SP98KUCN,sheet and file agree,nothing to do,,,"LCB, BM (14/03/2019), TP","LCB, BM (14/03/2019), TP",,,TRUE,TRUE,TRUE
SP99DEUS01A,SP99DEUS,sheet and file agree,nothing to do,,,"LCB(29/03/2019), TP","LCB(29/03/2019), TP",,,TRUE,TRUE,TRUE
SP99DEUS02A,SP99DEUS,sheet and file agree,nothing to do,,,"LCB(29/03/2019), TP","LCB(29/03/2019), TP",,,TRUE,TRUE,TRUE
SP99DEUS03A,SP99DEUS,sheet and file agree,nothing to do,,,"LCB(29/03/2019), TP","LCB(29/03/2019), TP",,,TRUE,TRUE,TRUE
Ocean2kHR_126_iso2k,SS03HAJA,sheet and file agree,nothing to do,,,KLD (12/31/19); DMT (12/31/19),KLD (12/31/19); DMT (12/31/19),,,TRUE,TRUE,TRUE
Ocean2kHR_128_iso2k,SS03HAJA,sheet and file agree,nothing to do,,,KLD (12/31/19); DMT (12/31/19),KLD (12/31/19); DMT (12/31/19),,,TRUE,TRUE,TRUE
Ocean2kHR_112_iso2k,SS05ROES,sheet and file agree,nothing to do,,,JLC; KLD (12/31/19),JLC; KLD (12/31/19),,,TRUE,TRUE,TRUE
SS05ROTN02A,SS05ROTN,sheet and file agree,nothing to do,,,"JLC+EKT, KLD (12/31/19)","JLC+EKT, KLD (12/31/19)",,,TRUE,TRUE,TRUE
TR04EVLI01,TR04EVLI,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM","OCh-S, ZK, SM",,,TRUE,TRUE,TRUE
TR06TRBO00,TR06TRBO,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM","OCh-S, ZK, SM",,,TRUE,TRUE,TRUE
TR07RECA01,TR07RECA,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM","OCh-S, ZK, SM",,,TRUE,TRUE,TRUE
TR07REVI01,TR07REVI,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM","OCh-S, ZK, SM",,,TRUE,TRUE,TRUE
TR08HORA01,TR08HORA,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR08THCO00,TR08THCO,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM","OCh-S, ZK, SM",,,TRUE,TRUE,TRUE
TR08VOOL00,TR08VOOL,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM","OCh-S, ZK, SM",,,TRUE,TRUE,TRUE
TR10ANMO00,TR10ANMO,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11BAPU01,TR11BAPU,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
TR11BAPU02,TR11BAPU,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11BAVO01,TR11BAVO,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
TR11BAVO02,TR11BAVO,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
WEB7c902e21,TR11GRTP,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
TR11MAJA01,TR11MAJA,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11MAJA02,TR11MAJA,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11MAPE01,TR11MAPE,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
WEB3638db18,TR11SAHU00,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM","OCh-S, ZK, SM",,,TRUE,TRUE,TRUE
TR11SIMO01,TR11SIMO,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11XUPH00,TR11XUPH,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
TR11XUPH01,TR11XUPH,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11XUPH03,TR11XUPH,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11XUPH04,TR11XUPH,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11XUPH05,TR11XUPH,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11XUPH06,TR11XUPH,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR11XUPH07,TR11XUPH,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
WEB9ec53927,TR12BECO,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
WEB1fa7c61b,TR12BRBO,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
TR12SAMU00,TR12SAMU,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
TR12SAMU01,TR12SAMU,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR12SAMU02,TR12SAMU,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR12SAMU03,TR12SAMU,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR12SAMU04,TR12SAMU,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
TR12SAMU05,TR12SAMU,sheet and file agree,nothing to do,,,"OCh-S, ZK, SM, TP","OCh-S, ZK, SM, TP",,,TRUE,TRUE,TRUE
WEB1c82ec4b,TR13BROA,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
WEB1393eb44,TR13JOAR,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
WEB2a8bacaa,TR13JOAR,sheet and file agree,nothing to do,,,TP,TP,,,TRUE,TRUE,TRUE
