dataset,blocker,compilations,block,tsid,variableName,units,n_values
CO13HENG,none,NA,chronData,cdRCobHQ84Z5ksgGyLQchron11,U_Thactivity_error,NA,8
CO13HENG,none,NA,chronData,cdRriP2q3XiW3wUj2cOchron12,Th230_Th232ratio,ppm,8
CO13HENG,none,NA,chronData,cdRgM6nRGCE8FSUl3yychron13,Thratio_error,ppm,8
CO13HENG,none,NA,chronData,cdRB7G4wZE7ELLS8o9Nchron14,AgeUncorrected,years ago,8
CO13HENG,none,NA,chronData,cdRu21r40cPNvOLTVdfchron15,AgeUncorr_error,yrs,8
CO13HENG,none,NA,chronData,cdRzYWaZn3kh9QnkRpqchron17,AgeCorr_error,yrs,8
CO13HENG,none,NA,chronData,cdRc3KtniFMFzu8I21tchron18,dU234initial,(ratio),8
CO13HENG,none,NA,chronData,cdRVUOLM2bTu4RnEbWwchron19,dU234i_error,NA,8
CO13HENG,none,NA,chronData,cdRpomNctOOsisY1iEtchron20,depthtopPb,mm,8
CO13HENG,none,NA,chronData,cdR09DZ1sDz5iXQzPCUchron21,depthbottomPb,mm,8
CO13HENG,none,NA,chronData,cdR5KK5SwmKHSThGs12chron22,Pb210excess,dpm/g,8
CO13HENG,none,NA,chronData,cdRZ9SrFAsrNTo5kvp2chron23,Pb210_error,dpm/g,8
CO13HENG,none,NA,chronData,cdRkypXa11jshZCjNawchron24,depthtopCs,mm,8
CO13HENG,none,NA,chronData,cdR2Ft3cvwC9MEL9b6Cchron25,depthbottomCs,mm,8
CO13HENG,none,NA,chronData,cdRz8XaSmc9QofBpHrpchron26,Cs137gamactivity,Bq/g,8
CO13HENG,none,NA,chronData,cdRsTbrT184QWVeTSj6chron27,Cs137_error,Bq/g,8
CO13HENG,none,NA,chronData,cdRipkbvF5ym8yACDWQchron28,bandAge,yr CE,8
CO13HENG,none,NA,chronData,cdROwHgx1756LEUN14schron29,sampleType,NA,8
CO14WUCL,none,NA,chronData,cdRkvkhWtw5Ue2FTF15chron1,depthUTh,mm,8
CO14WUCL,none,NA,chronData,cdRbSCpgAkRP0iREsB4chron2,SampleID,NA,8
CO14WUCL,none,NA,chronData,cdR3xFLoDDi2Hkw96pCchron3,weight,mg,8
CO14WUCL,none,NA,chronData,cdRIqLBjB7gEL7dqsonchron4,U238,ppb,8
CO14WUCL,none,NA,chronData,cdRp4Sw3ajWX0fvk1Bpchron5,U238_error,ppb,8
CO14WUCL,none,NA,chronData,cdRNbSrIjzFLv0kqZwpchron6,Th232,ppt,8
CO14WUCL,none,NA,chronData,cdRGhMEhvuk36Ks4mI2chron7,Th232_error,ppt,8
CO14WUCL,none,NA,chronData,cdRdgbxjUfRFBQY9YUachron8,d234U,(ratio),8
CO14WUCL,none,NA,chronData,cdRumEI3GUkCOZpboPcchron9,d234U_error,NA,8
CO14WUCL,none,NA,chronData,cdRHSSgQCW4h1GPbEcYchron10,Th230_U238activity,activity,8
CO14WUCL,none,NA,chronData,cdRjdA53zYDfsNfdNHPchron11,U_Thactivity_error,NA,8
CO14WUCL,none,NA,chronData,cdRDnA3iVgbsucr0Oyvchron12,Th230_Th232ratio,ppm,8
CO14WUCL,none,NA,chronData,cdR4fFHrOfrU9cYAQzpchron13,Thratio_error,ppm,8
CO14WUCL,none,NA,chronData,cdRTp6ZhoW8NcZsn286chron14,AgeUncorrected,years ago,8
CO14WUCL,none,NA,chronData,cdR7uOLrwIWQO56xxWAchron15,AgeUncorr_error,yrs,8
CO14WUCL,none,NA,chronData,cdRbbVpuoyq1P4ADRFichron17,AgeCorr_error,yrs,8
CO14WUCL,none,NA,chronData,cdRFQg1cAr6Ph4DrvUlchron18,dU234initial,(ratio),8
CO14WUCL,none,NA,chronData,cdRYOUFALzgOhICAKhvchron19,dU234i_error,NA,8
CO14WUCL,none,NA,chronData,cdRQKIo4pSsSUN5NgXkchron20,depthtopPb,mm,8
CO14WUCL,none,NA,chronData,cdRR6QftDhbLxk3hZyichron21,depthbottomPb,mm,8
CO14WUCL,none,NA,chronData,cdRbAG9aMg3Xs1Yqd2mchron22,Pb210excess,dpm/g,8
CO14WUCL,none,NA,chronData,cdRzcbUEPIEMRcpeqK9chron23,Pb210_error,dpm/g,8
CO14WUCL,none,NA,chronData,cdRBfxGSTe9Tthhg9NCchron24,depthtopCs,mm,8
CO14WUCL,none,NA,chronData,cdRs6KnCJCbi4c3dvCLchron25,depthbottomCs,mm,8
CO14WUCL,none,NA,chronData,cdRnX9RdkmuQWTQ4WCichron26,Cs137gamactivity,Bq/g,8
CO14WUCL,none,NA,chronData,cdRV81fJzl46d9tzDCBchron27,Cs137_error,Bq/g,8
CO14WUCL,none,NA,chronData,cdRFAhOpcxRbYq4j5OAchron28,bandAge,yr CE,8
CO14WUCL,none,NA,chronData,cdR1ZeRnQmRDugrWwxpchron29,sampleType,NA,8
CO92SHPU,none,NA,chronData,cdR4yY3ltoX2yq9Lforchron1,depthUTh,mm,8
CO92SHPU,none,NA,chronData,cdRkipf2jXKiThElnDZchron2,SampleID,NA,8
CO92SHPU,none,NA,chronData,cdRbM16JpFsmCBr4VJWchron3,weight,mg,8
CO92SHPU,none,NA,chronData,cdRv4vng1flqAnkNIG9chron4,U238,ppb,8
CO92SHPU,none,NA,chronData,cdRlHypvo4Yo2HDCSKjchron5,U238_error,ppb,8
CO92SHPU,none,NA,chronData,cdRneqc4Nrxl3ZLYfExchron6,Th232,ppt,8
CO92SHPU,none,NA,chronData,cdRjOtQo0kFVSEquXQCchron7,Th232_error,ppt,8
CO92SHPU,none,NA,chronData,cdR3XdafcuwLa0xX1Vtchron8,d234U,(ratio),8
CO92SHPU,none,NA,chronData,cdRDq6j6ra7lWM5KHV7chron9,d234U_error,NA,8
CO92SHPU,none,NA,chronData,cdR1S2okUaKXf2SGZfrchron10,Th230_U238activity,activity,8
CO92SHPU,none,NA,chronData,cdRDHJguwqhO3bCbdHUchron11,U_Thactivity_error,NA,8
CO92SHPU,none,NA,chronData,cdRQ4GhHOH2oq4Buupnchron12,Th230_Th232ratio,ppm,8
CO92SHPU,none,NA,chronData,cdRvwAqM7hk9edv4HF0chron13,Thratio_error,ppm,8
CO92SHPU,none,NA,chronData,cdRi690MrEpMFPrteAWchron14,AgeUncorrected,years ago,8
CO92SHPU,none,NA,chronData,cdRwM0nG7pLTsCMRbAYchron15,AgeUncorr_error,yrs,8
CO92SHPU,none,NA,chronData,cdRroe7eXQYA1UxCallchron17,AgeCorr_error,yrs,8
CO92SHPU,none,NA,chronData,cdRu5o4JYMsHOOkgm2pchron18,dU234initial,(ratio),8
CO92SHPU,none,NA,chronData,cdRuYi0kSkdTMc8202Qchron19,dU234i_error,NA,8
CO92SHPU,none,NA,chronData,cdRWamUdHdPE9z4lhPfchron20,depthtopPb,mm,8
CO92SHPU,none,NA,chronData,cdRYVRjQnRAvPesxvfmchron21,depthbottomPb,mm,8
CO92SHPU,none,NA,chronData,cdRC6bwSgnXHin5TSUzchron22,Pb210excess,dpm/g,8
CO92SHPU,none,NA,chronData,cdRA8pYgL8Y1dFSWUiYchron23,Pb210_error,dpm/g,8
CO92SHPU,none,NA,chronData,cdRL5MKTESxtO6WNjbmchron24,depthtopCs,mm,8
CO92SHPU,none,NA,chronData,cdR5za98rioKup6JDPichron25,depthbottomCs,mm,8
CO92SHPU,none,NA,chronData,cdRuT6GHqkBfHsjJqsEchron26,Cs137gamactivity,Bq/g,8
CO92SHPU,none,NA,chronData,cdReLq7IlPoUjCtGY6ochron27,Cs137_error,Bq/g,8
CO92SHPU,none,NA,chronData,cdRlLNFPJ9Uc3iretyKchron28,bandAge,yr CE,8
CO92SHPU,none,NA,chronData,cdRenDe12QQHKytzJ5lchron29,sampleType,NA,8
CO94HEAQ,none,NA,chronData,cdRDKvP81dlBbICY8ppchron1,depthUTh,mm,8
CO94HEAQ,none,NA,chronData,cdRG4T7wpknW4xN9pX7chron2,SampleID,NA,8
CO94HEAQ,none,NA,chronData,cdRAHUFIu0sA7kQchF6chron3,weight,mg,8
CO94HEAQ,none,NA,chronData,cdR9E2HvGQppEaezb8wchron4,U238,ppb,8
CO94HEAQ,none,NA,chronData,cdRAcU5yNvz0TxBvNsZchron5,U238_error,ppb,8
CO94HEAQ,none,NA,chronData,cdRf6bfP2qjzorm9E5bchron6,Th232,ppt,8
CO94HEAQ,none,NA,chronData,cdRpJjkegpq2Vj05HK0chron7,Th232_error,ppt,8
CO94HEAQ,none,NA,chronData,cdRUWzSDQYdrlGHS0dBchron8,d234U,(ratio),8
CO94HEAQ,none,NA,chronData,cdRYnfPeb6F7UiNWA1jchron9,d234U_error,NA,8
CO94HEAQ,none,NA,chronData,cdRselsXgWGSjOrSny1chron10,Th230_U238activity,activity,8
CO94HEAQ,none,NA,chronData,cdRGgA5KZ5DAbeixk5echron11,U_Thactivity_error,NA,8
CO94HEAQ,none,NA,chronData,cdRyTI9l4Tr2uGwTWJechron12,Th230_Th232ratio,ppm,8
CO94HEAQ,none,NA,chronData,cdR5JweHGx9h8DCn5mnchron13,Thratio_error,ppm,8
CO94HEAQ,none,NA,chronData,cdRK2CmvMt4jMI2utGLchron14,AgeUncorrected,years ago,8
CO94HEAQ,none,NA,chronData,cdR69Sbm5JvHAz8WpEOchron15,AgeUncorr_error,yrs,8
CO94HEAQ,none,NA,chronData,cdRLtwhMJ3v1raCPTkvchron17,AgeCorr_error,yrs,8
CO94HEAQ,none,NA,chronData,cdR4qXAN4fNzbQCd6a2chron18,dU234initial,(ratio),8
CO94HEAQ,none,NA,chronData,cdRCHq1uO4JYNkDgA4Achron19,dU234i_error,NA,8
CO94HEAQ,none,NA,chronData,cdR1gJZsmCuNTax8gBzchron20,depthtopPb,mm,8
CO94HEAQ,none,NA,chronData,cdR22xPnbHvOkKhBKTnchron21,depthbottomPb,mm,8
CO94HEAQ,none,NA,chronData,cdRB2N1YP0R9wOUaVjWchron22,Pb210excess,dpm/g,8
CO94HEAQ,none,NA,chronData,cdR6qXZyc4Sv1MSYhoYchron23,Pb210_error,dpm/g,8
CO94HEAQ,none,NA,chronData,cdRaw04qxrUQEN4LK5Zchron24,depthtopCs,mm,8
CO94HEAQ,none,NA,chronData,cdRNDz9fmWBUYugLHFmchron25,depthbottomCs,mm,8
CO94HEAQ,none,NA,chronData,cdR7FZFCgOJmNyk2fvIchron26,Cs137gamactivity,Bq/g,8
CO94HEAQ,none,NA,chronData,cdRM49KXO0kBTFEWkECchron27,Cs137_error,Bq/g,8
CO94HEAQ,none,NA,chronData,cdR93inGrb3VkdVxiq0chron28,bandAge,yr CE,8
CO94HEAQ,none,NA,chronData,cdReAigmKNvxc22E4Dtchron29,sampleType,NA,8
CO98SWPR,none,NA,chronData,cdRPAvvvHt9nsc862Rychron1,depthUTh,mm,8
CO98SWPR,none,NA,chronData,cdRTtcKCvgy6EDS8Ug5chron2,SampleID,NA,8
CO98SWPR,none,NA,chronData,cdRyF94CgMTEB9kLVTychron3,weight,mg,8
CO98SWPR,none,NA,chronData,cdRXMnxOa0YRkYXxHAIchron4,U238,ppb,8
CO98SWPR,none,NA,chronData,cdRrc1eyMcBPKipwbN3chron5,U238_error,ppb,8
CO98SWPR,none,NA,chronData,cdRhm2YfPpP6RG5RJOXchron6,Th232,ppt,8
CO98SWPR,none,NA,chronData,cdRnOBWw9OI2QhsKvfuchron7,Th232_error,ppt,8
CO98SWPR,none,NA,chronData,cdRBCuyGdpjJIN4Usi5chron8,d234U,(ratio),8
CO98SWPR,none,NA,chronData,cdR1ZA7UVR5kwDxXfrlchron9,d234U_error,NA,8
CO98SWPR,none,NA,chronData,cdRUgsuiak14ZxTRmPcchron10,Th230_U238activity,activity,8
CO98SWPR,none,NA,chronData,cdRZge65v7HorhDjK0nchron11,U_Thactivity_error,NA,8
CO98SWPR,none,NA,chronData,cdRLWRI7T3cWu6JHkyrchron12,Th230_Th232ratio,ppm,8
CO98SWPR,none,NA,chronData,cdRP9k66YfkeuszDAiAchron13,Thratio_error,ppm,8
CO98SWPR,none,NA,chronData,cdRIbfkZ9vMi4dKzYvJchron14,AgeUncorrected,years ago,8
CO98SWPR,none,NA,chronData,cdRqmhQoD90v16eapQMchron15,AgeUncorr_error,yrs,8
CO98SWPR,none,NA,chronData,cdRX2g2NjXilFpemUFGchron17,AgeCorr_error,yrs,8
CO98SWPR,none,NA,chronData,cdR7p4qgeya494pSk3Zchron18,dU234initial,(ratio),8
CO98SWPR,none,NA,chronData,cdRqHVIHCQeOfXa92tmchron19,dU234i_error,NA,8
CO98SWPR,none,NA,chronData,cdRR9nKYCxbXuXbKFEKchron20,depthtopPb,mm,8
CO98SWPR,none,NA,chronData,cdRlkj6YL5AFo7chgsrchron21,depthbottomPb,mm,8
CO98SWPR,none,NA,chronData,cdRkb3BcBUccfMp70BXchron22,Pb210excess,dpm/g,8
CO98SWPR,none,NA,chronData,cdRBqNtqb8i8FeyQpa4chron23,Pb210_error,dpm/g,8
CO98SWPR,none,NA,chronData,cdRroHLYRQs3SzEYMVgchron24,depthtopCs,mm,8
CO98SWPR,none,NA,chronData,cdRCOeAByp2CkHpQxmgchron25,depthbottomCs,mm,8
CO98SWPR,none,NA,chronData,cdRyvn1K0yVx6zvOWhAchron26,Cs137gamactivity,Bq/g,8
CO98SWPR,none,NA,chronData,cdRuaL2sxuMnljYgQqychron27,Cs137_error,Bq/g,8
CO98SWPR,none,NA,chronData,cdRaJHANDbgJluTSGZNchron28,bandAge,yr CE,8
CO98SWPR,none,NA,chronData,cdRZ0QSGqMFzd8Xfr3echron29,sampleType,NA,8
CO99LICL,none,NA,chronData,cdRXxHdNJHaD77xgyVjchron1,depthUTh,mm,8
CO99LICL,none,NA,chronData,cdRn1kehsGDpwICCu54chron2,SampleID,NA,8
CO99LICL,none,NA,chronData,cdR5A6FxaLtdSjfXnCachron3,weight,mg,8
CO99LICL,none,NA,chronData,cdRBrFfP9r48ta9FDQXchron4,U238,ppb,8
CO99LICL,none,NA,chronData,cdRCcSyZDjhAwpNgmfZchron5,U238_error,ppb,8
CO99LICL,none,NA,chronData,cdRtiITmKMGkcVdfgKKchron6,Th232,ppt,8
CO99LICL,none,NA,chronData,cdRvEBOaqEWvh0QP9VGchron7,Th232_error,ppt,8
CO99LICL,none,NA,chronData,cdRuIDVCuGc8449x1COchron8,d234U,(ratio),8
CO99LICL,none,NA,chronData,cdR2OymqSy645v8J4oJchron9,d234U_error,NA,8
CO99LICL,none,NA,chronData,cdRA7ER5Q5d8E4fZ0xvchron10,Th230_U238activity,activity,8
CO99LICL,none,NA,chronData,cdRWW6ec1jZ1anqORWKchron11,U_Thactivity_error,NA,8
CO99LICL,none,NA,chronData,cdRdbPI6L2PsEdASM7Ichron12,Th230_Th232ratio,ppm,8
CO99LICL,none,NA,chronData,cdRWzDzc4ns9tIJP2mkchron13,Thratio_error,ppm,8
CO99LICL,none,NA,chronData,cdRcdKxdGZTGAGY91Jkchron14,AgeUncorrected,years ago,8
CO99LICL,none,NA,chronData,cdR5WEX1Ae1nOWmUdkGchron15,AgeUncorr_error,yrs,8
CO99LICL,none,NA,chronData,cdRQlBme22S0kvoYVO1chron17,AgeCorr_error,yrs,8
CO99LICL,none,NA,chronData,cdRgwQ2CuoCCsVn1UEEchron18,dU234initial,(ratio),8
CO99LICL,none,NA,chronData,cdR83jyhSq2FuhHmzTXchron19,dU234i_error,NA,8
CO99LICL,none,NA,chronData,cdR1f3D85NPgmVMe9NYchron20,depthtopPb,mm,8
CO99LICL,none,NA,chronData,cdR4gurzmg05ZIm6aqechron21,depthbottomPb,mm,8
CO99LICL,none,NA,chronData,cdRlTCAaAT2XXXFLPzVchron22,Pb210excess,dpm/g,8
CO99LICL,none,NA,chronData,cdRHABOGaVCxdaAba4ychron23,Pb210_error,dpm/g,8
CO99LICL,none,NA,chronData,cdRMUGvmLAeV3OYZ1shchron24,depthtopCs,mm,8
CO99LICL,none,NA,chronData,cdRL00HkQHGvHrCvda1chron25,depthbottomCs,mm,8
CO99LICL,none,NA,chronData,cdRAhdVigGNizrxD7UFchron26,Cs137gamactivity,Bq/g,8
CO99LICL,none,NA,chronData,cdRnUfcSIUM1j8nqJq6chron27,Cs137_error,Bq/g,8
CO99LICL,none,NA,chronData,cdRH5FXpmokavX7rG7Nchron28,bandAge,yr CE,8
CO99LICL,none,NA,chronData,cdR4C0D8oUHtT8gxoEjchron29,sampleType,NA,8
CO99LICL,none,NA,chronData,cdRdOoxVNVvnywL5hDqchron1,depthUTh,mm,8
CO99LICL,none,NA,chronData,cdRxSh0GmmEQTBOFoDkchron2,SampleID,NA,8
CO99LICL,none,NA,chronData,cdRxPErNbKKcwOiW5VZchron3,weight,mg,8
CO99LICL,none,NA,chronData,cdRmGbfNRV8G49j3e8Tchron4,U238,ppb,8
CO99LICL,none,NA,chronData,cdRB01gaPLjQBXbm8GCchron5,U238_error,ppb,8
CO99LICL,none,NA,chronData,cdRMuPPfqoQlXMocZqJchron6,Th232,ppt,8
CO99LICL,none,NA,chronData,cdRaST6Z0yqpRZLIHyCchron7,Th232_error,ppt,8
CO99LICL,none,NA,chronData,cdRdavxatqkcZKy9qxnchron8,d234U,(ratio),8
CO99LICL,none,NA,chronData,cdRoAj6asGj0q5wyeY3chron9,d234U_error,NA,8
CO99LICL,none,NA,chronData,cdRIJLcJJPSOZhvh7Iqchron10,Th230_U238activity,activity,8
CO99LICL,none,NA,chronData,cdRPPQptpnHBGrGd8z0chron11,U_Thactivity_error,NA,8
CO99LICL,none,NA,chronData,cdRjMW88qBCJrOa1Z7ochron12,Th230_Th232ratio,ppm,8
CO99LICL,none,NA,chronData,cdRNQEFJLSyNIBtkyndchron13,Thratio_error,ppm,8
CO99LICL,none,NA,chronData,cdRuydNpROfHCVuFbHgchron14,AgeUncorrected,years ago,8
CO99LICL,none,NA,chronData,cdRzwfw7KQxaN43ki0lchron15,AgeUncorr_error,yrs,8
CO99LICL,none,NA,chronData,cdRcqWfYwOmqlznfumHchron17,AgeCorr_error,yrs,8
CO99LICL,none,NA,chronData,cdRyopoPP7c9z9AGDYWchron18,dU234initial,(ratio),8
CO99LICL,none,NA,chronData,cdRzR1xFqpEYnVEROWJchron19,dU234i_error,NA,8
CO99LICL,none,NA,chronData,cdRBYzPPD7BNXGlcHngchron20,depthtopPb,mm,8
CO99LICL,none,NA,chronData,cdRjTS6I5ahPBvj7FXnchron21,depthbottomPb,mm,8
CO99LICL,none,NA,chronData,cdRU5xmCu59a2BXq7X9chron22,Pb210excess,dpm/g,8
CO99LICL,none,NA,chronData,cdRoDYXIXRYvErprRNichron23,Pb210_error,dpm/g,8
CO99LICL,none,NA,chronData,cdRMo1KaLzYOepDz4hbchron24,depthtopCs,mm,8
CO99LICL,none,NA,chronData,cdRGujSSBSwDnTQpgm6chron25,depthbottomCs,mm,8
CO99LICL,none,NA,chronData,cdRobkkaRW9wo2oE0QPchron26,Cs137gamactivity,Bq/g,8
CO99LICL,none,NA,chronData,cdRVfdSXymgac9HLsxUchron27,Cs137_error,Bq/g,8
CO99LICL,none,NA,chronData,cdRFWaxG0OZSVU6ngbOchron28,bandAge,yr CE,8
CO99LICL,none,NA,chronData,cdRXWDR7i9bxhtZ3zT8chron29,sampleType,NA,8
CO99SWFB,none,NA,chronData,cdRNlcjjEgJKEsEJX7Cchron1,depthUTh,mm,8
CO99SWFB,none,NA,chronData,cdR4H8sG4QyTk2jDBcRchron2,SampleID,unitless,8
CO99SWFB,none,NA,chronData,cdRG1GUGsWVjLdpZ97Nchron3,weight,mg,8
CO99SWFB,none,NA,chronData,cdRuMQr01SnZNnLPE46chron4,U238,ppb,8
CO99SWFB,none,NA,chronData,cdRvUSeU7oW5yLnR8uAchron5,U238_error,ppb,8
CO99SWFB,none,NA,chronData,cdRSQCmwCXYQUydyWZpchron6,Th232,ppt,8
CO99SWFB,none,NA,chronData,cdRlMySmBuYmF63CA2Rchron7,Th232_error,ppt,8
CO99SWFB,none,NA,chronData,cdR8FxhaYSNZBHFcAi2chron8,d234U,(ratio),8
CO99SWFB,none,NA,chronData,cdR2utfMcUj6142A6HXchron9,d234U_error,unitless,8
CO99SWFB,none,NA,chronData,cdRN92wcL5idXQqJ2x1chron10,Th230_U238activity,activity,8
CO99SWFB,none,NA,chronData,cdRYZADfYwv0BAktHEqchron11,U_Thactivity_error,unitless,8
CO99SWFB,none,NA,chronData,cdR1dKKohjPAWygfh4zchron12,Th230_Th232ratio,ppm,8
CO99SWFB,none,NA,chronData,cdRy3nwNf7YsF96Hnguchron13,Thratio_error,ppm,8
CO99SWFB,none,NA,chronData,cdRpeEIJrncb1aNZ7OHchron14,AgeUncorrected,years ago,8
CO99SWFB,none,NA,chronData,cdR9w3jxNMcDFXEo5FVchron15,AgeUncorr_error,yrs,8
CO99SWFB,none,NA,chronData,cdRADnEnvYuPzc6zb9Jchron17,AgeCorr_error,yrs,8
CO99SWFB,none,NA,chronData,cdRjB5XhHQDhRYXnOCwchron18,dU234initial,(ratio),8
CO99SWFB,none,NA,chronData,cdRbBRGNiWIPNGr0n6Vchron19,dU234i_error,unitless,8
CO99SWFB,none,NA,chronData,cdRD5XtdnbnpaXwSVFhchron20,depthtopPb,mm,8
CO99SWFB,none,NA,chronData,cdRp7y6YkMLUeiFpWBZchron21,depthbottomPb,mm,8
CO99SWFB,none,NA,chronData,cdRBST6qvrxcLaThKYpchron22,Pb210excess,dpm/g,8
CO99SWFB,none,NA,chronData,cdRg60tAqDUS9LuXYbDchron23,Pb210_error,dpm/g,8
CO99SWFB,none,NA,chronData,cdRbvHShu2Dm7UcAvHYchron24,depthtopCs,mm,8
CO99SWFB,none,NA,chronData,cdRGGybNF0D4IpBxnX3chron25,depthbottomCs,mm,8
CO99SWFB,none,NA,chronData,cdR3ZPKZIdd15YwCAOmchron26,Cs137gamactivity,Bq/g,8
CO99SWFB,none,NA,chronData,cdR1Ii7mLCmzGis7JxMchron27,Cs137_error,Bq/g,8
CO99SWFB,none,NA,chronData,cdRFvFP4TbyOjAowCTDchron28,bandAge,yr CE,8
CO99SWFB,none,NA,chronData,cdRT29KFSaHOiwSTZ8Rchron29,sampleType,unitless,8
Caburn.Waller.2000,none,NA,chronData,lc-chRwJKy7Z2e2eQYgpyD,materialDated,unitless,4
Caburn.Waller.2000,none,NA,chronData,lc-chR8gPwJjmThJBGgwiq,notes,unitless,4
CaddoCreekCore1.Albert.2011,none,NA,chronData,lc-chR53TtEFKZ1zGGfNVd,notes,unitless,5
CaddoCreekCore3.Albert.2011,none,NA,chronData,lc-chRucsQQ9Q5NQ8cXTWk,notes,unitless,5
CahabaPond.Delcourt.1983,none,NA,chronData,lc-chRE1VPAETQrnO1Z9QH,materialDated,unitless,11
CahabaPond.Delcourt.1983,none,NA,chronData,lc-chRIhhARAqtFunhtHBe,thickness,cm,11
CahabaPond.Delcourt.1983,none,NA,chronData,lc-chRe7zWozi18zNLiZmc,notes,unitless,11
CahabaPond.Delcourt.1983,none,NA,chronData,lc-chR7xDpQFxpYM03Iqq4,depth_top,cm,11
CahabaPond.Delcourt.1983,none,NA,chronData,lc-chRLonifjwv3qxvIItH,depth_bottom,cm,11
Cairon.Lespez.2008,none,NA,chronData,lc-chRWXTs00XOx3LC68RR,notes,unitless,4
CalaGaldana.Yll.1995,none,NA,chronData,lc-chR2pikxSWSsPjzyg8T,thickness,cm,5
CalaGaldana.Yll.1995,none,NA,chronData,lc-chRBjVTe9kHKpsPcF9h,notes,unitless,5
CalaGaldana.Yll.1995,none,NA,chronData,lc-chRLCC6VW45J9EEOHqy,depth_top,cm,5
CalaGaldana.Yll.1995,none,NA,chronData,lc-chRARaBcqvnBYWdJT01,depth_bottom,cm,5
CalanPorter.Yll.1997,none,NA,chronData,lc-chRRVb0cKNefEDHFDQx,thickness,cm,5
CalanPorter.Yll.1997,none,NA,chronData,lc-chRqcAfwEhZn5qtk7i6,notes,unitless,5
CalanPorter.Yll.1997,none,NA,chronData,lc-chRUgbFJ4vxqIhdf0Nm,depth_top,cm,5
CalanPorter.Yll.1997,none,NA,chronData,lc-chRt1KiGP3Illf42Mbi,depth_bottom,cm,5
CamLoch.Pennington.1975,none,NA,chronData,lc-chR64OosHMjkT5xd3ad,materialDated,unitless,5
CamelLake.Watts.1992,none,NA,chronData,lc-chR4mFAcxKVqLrpzufS,notes,unitless,9
CamillanWood.Mitchell.1988,none,NA,chronData,lc-chR8sfUmOS2GwC2Xh3u,notes,unitless,3
Camp11Lake.Brubaker.1975,none,NA,chronData,lc-chRXzgt36pAS0vvWawr,labID,unitless,11
Camp11Lake.Brubaker.1975,none,NA,chronData,lc-chRCJ2VJqWqPb0WDWvF,materialDated,unitless,11
Camp11Lake.Brubaker.1975,none,NA,chronData,lc-chRUCTwJvCWRBgu3qr4,thickness,cm,11
Camp11Lake.Brubaker.1975,none,NA,chronData,lc-chRZKW00Bg3Qp9xzyqA,notes,unitless,11
Camp11Lake.Brubaker.1975,none,NA,chronData,lc-chRu6vCJUoW4ltOfwsF,depth_top,cm,11
Camp11Lake.Brubaker.1975,none,NA,chronData,lc-chR759ylIqtw8kfjO4l,depth_bottom,cm,11
Camp12Lake.Charles.1984,none,NA,chronData,lc-chRVetG60a4IagcMacN,labID,unitless,15
Camp12Lake.Charles.1984,none,NA,chronData,lc-chRKE9aVGrQLAthJ2nz,materialDated,unitless,15
Camp12Lake.Charles.1984,none,NA,chronData,lc-chR3iPorT03WFNDNZ0M,notes,unitless,15
CampLake.UmbanhowarJr.2004,none,NA,chronData,lc-chR3hkLqjt74s7Xb71W,notes,unitless,3
Canaleja.CerrilloCuenca.2007,none,NA,chronData,lc-chRPj23h1Sz9Ot0ErAU,thickness,cm,2
Canaleja.CerrilloCuenca.2007,none,NA,chronData,lc-chRXQKjrZAtHIUJu5Jb,depth_top,cm,2
Canaleja.CerrilloCuenca.2007,none,NA,chronData,lc-chREVpXaxnJccYOfbMr,depth_bottom,cm,2
CandelabraLake.Cwynar.1995Legacy,none,NA,chronData,lc-chR5Ryxe5co3OSl8fre,labID,unitless,12
CandelabraLake.Cwynar.1995Legacy,none,NA,chronData,lc-chRGHjxSewOUJVT0xP1,notes,unitless,12
Cangumiao.Xu.2004,none,NA,chronData,lc-chRZ1NJCrMiCCr40YNu,labID,unitless,4
Cangumiao.Xu.2004,none,NA,chronData,lc-chRA7PQm29e9hBkstS2,notes,unitless,4
CanyonLake.Davis.1991,none,NA,chronData,lc-chRzwYGhjOW8FFAsMtT,materialDated,unitless,8
Capatana.Farcas.2003,none,NA,chronData,lc-chRmq096K1RdaGhxzn6,labID,unitless,7
Capatana.Farcas.2003,none,NA,chronData,lc-chRTAHael2FzgBxXn7Q,materialDated,unitless,7
Capatana.Farcas.2003,none,NA,chronData,lc-chRyJUOHDf318q9ad1O,thickness,cm,7
Capatana.Farcas.2003,none,NA,chronData,lc-chRLTp7Lgzv62nb3IzT,notes,unitless,7
Capatana.Farcas.2003,none,NA,chronData,lc-chRGjbfDRvnaw2NywRn,depth_top,cm,7
Capatana.Farcas.2003,none,NA,chronData,lc-chRScWPfF6G6PE0Q8TA,depth_bottom,cm,7
CapeNizmennyiiExposureC3352.Anderson.2002,none,NA,chronData,lc-chRhwrU6WTXtPD9QlRy,notes,unitless,2
CapeShpindler.Andreev.2001,none,NA,chronData,lc-chRMU6rI4CHQlDwfiFZ,thickness,cm,10
CapeShpindler.Andreev.2001,none,NA,chronData,lc-chRjDI9ge0VhnfHQqRd,depth_top,cm,10
CapeShpindler.Andreev.2001,none,NA,chronData,lc-chR7qs9h15wwAO5C2B5,depth_bottom,cm,10
CapitolaLake.Calcote.2003,none,NA,chronData,lc-chRCHN5aDK6GP8RqS17,materialDated,unitless,5
CapitolaLake.Calcote.2003,none,NA,chronData,lc-chRWKGD0H3MwVPJhUhQ,notes,unitless,5
